Tile,Source Number,APT_g,APT_error_g,m_g,m_g_error,M_g,M_g_error,APT_i,APT_error_i,m_i,m_i_error,M_i,M_I_error,g-i,,,,
3,70,-5.9969,0.0526,18.3531,,10.56556399,,-5.4738,0.1339,18.762,,10.97446399,,0.4089,,,,
3,71,-7.409,0.0231,16.941,,9.15346399,,-7.1622,0.0456,17.0736,,9.28606399,,0.1326,,,,
3,72,-5.851,0.0788,18.499,,10.71146399,,-5.4649,0.1361,18.7709,,10.98336399,,0.2719,,,,
3,73,-7.6678,0.0165,16.6822,,8.89466399,,-7.5636,0.0366,16.6722,,8.88466399,,-0.01,,,,
3,74,-6.4165,0.0493,17.9335,,10.14596399,,-5.8533,0.1024,18.3825,,10.59496399,,0.449,,,,
3,75,-7.7833,0.0153,16.5667,,8.77916399,,-7.1526,0.0432,17.0832,,9.29566399,,0.5165,,,,
3,76,-5.3215,0.0906,19.0285,,11.24096399,,-4.2399,0.3534,19.9959,,12.20836399,,0.9674,,,,
3,77,-5.5303,0.1046,18.8197,,11.03216399,,-5.3316,0.1508,18.9042,,11.11666399,,0.0845,,,,
3,78,-8.4424,0.0116,15.9076,,8.12006399,,-9.3166,0.015,14.9192,,7.13166399,,-0.9884,,,,
3,79,-6.2369,0.0728,18.1131,,10.32556399,,-6.8278,0.0608,17.408,,9.62046399,,-0.7051,,,,
3,80,-9.6412,0.006,14.7088,,6.92126399,,-9.3396,0.0153,14.8962,,7.10866399,,0.1874,,,,
3,81,-7.3312,0.0244,17.0188,,9.23126399,,-6.7481,0.058,17.4877,,9.70016399,,0.4689,,,,
3,82,-6.8413,0.0283,17.5087,,9.72116399,,-7.061,0.0482,17.1748,,9.38726399,,-0.3339,,,,
3,83,-5.8315,0.0598,18.5185,,10.73096399,,-5.5139,0.1306,18.7219,,10.93436399,,0.2034,,,,
3,84,-7.0666,0.0293,17.2834,,9.49586399,,-6.7045,0.0594,17.5313,,9.74376399,,0.2479,,,,
3,85,-8.3705,0.011,15.9795,,8.19196399,,-7.6865,0.0342,16.5493,,8.76176399,,0.5698,,,,
3,86,-5.7521,0.0871,18.5979,,10.81036399,,-5.5551,0.1286,18.6807,,10.89316399,,0.0828,,,,
3,87,-6.2227,0.0442,18.1273,,10.33976399,,-7.7256,0.0335,16.5102,,8.72266399,,-1.6171,,,,
3,88,-8.4294,0.0117,15.9206,,8.13306399,,-7.8145,0.0336,16.4213,,8.63376399,,0.5007,,,,
3,89,-4.4414,0.4449,19.9086,,12.12106399,,NaN,NaN,#VALUE!,,#VALUE!,,#VALUE!,,,,
3,90,-5.2561,0.0973,19.0939,,11.30636399,,-5.3227,0.1518,18.9131,,11.12556399,,-0.1808,,,,
3,91,-11.4901,0.0024,12.8599,,5.07236399,,-11.3287,0.0059,12.9071,,5.11956399,,0.0472,,,,
3,92,-7.0916,0.0292,17.2584,,9.47086399,,-6.4463,0.0779,17.7895,,10.00196399,,0.5311,,,,
3,93,-7.1245,0.029,17.2255,,9.43796399,,-6.3598,0.0743,17.876,,10.08846399,,0.6505,,,,
3,94,-8.7634,0.0089,15.5866,,7.79906399,,-8.0856,0.0278,16.1502,,8.36266399,,0.5636,,,,
3,95,-5.2278,0.0972,19.1222,,11.33466399,,-5.1321,0.1742,19.1037,,11.31616399,,-0.0185,,,,
3,96,-10.5464,0.0038,13.8036,,6.01606399,,-9.8414,0.0118,14.3944,,6.60686399,,0.5908,,,,
3,97,-5.9237,0.0941,18.4263,,10.63876399,,-5.0591,0.2246,19.1767,,11.38916399,,0.7504,,,,
3,98,-7.0705,0.024,17.2795,,9.49196399,,-6.5041,0.0665,17.7317,,9.94416399,,0.4522,,,,
3,99,-7.8969,0.0164,16.4531,,8.66556399,,-7.3877,0.0427,16.8481,,9.06056399,,0.395,,,,
3,100,-5.2951,0.0928,19.0549,,11.26736399,,-5.3729,0.1437,18.8629,,11.07536399,,-0.192,,,,
3,101,-10.4368,0.0039,13.9132,,6.12566399,,-9.9458,0.0113,14.29,,6.50246399,,0.3768,,,,
3,102,-8.1361,0.0125,16.2139,,8.42636399,,-8.3359,0.0245,15.8999,,8.11236399,,-0.314,,,,
3,103,-11.5846,0.0023,12.7654,,4.97786399,,-10.9992,0.0069,13.2366,,5.44906399,,0.4712,,,,
3,104,-6.7795,0.0294,17.5705,,9.78296399,,-6.932,0.052,17.3038,,9.51626399,,-0.2667,,,,
3,105,-5.8861,0.0585,18.4639,,10.67636399,,-5.7218,0.1137,18.514,,10.72646399,,0.0501,,,,
3,106,-7.2759,0.0252,17.0741,,9.28656399,,-6.5081,0.0672,17.7277,,9.94016399,,0.6536,,,,
3,107,-6.9554,0.026,17.3946,,9.60706399,,-6.343,0.0745,17.8928,,10.10526399,,0.4982,,,,
3,108,-5.2474,0.0964,19.1026,,11.31506399,,-5.9464,0.0967,18.2894,,10.50186399,,-0.8132,,,,
3,109,-9.1302,0.0073,15.2198,,7.43226399,,-8.659,0.0209,15.5768,,7.78926399,,0.357,,,,
3,110,-5.7729,0.0624,18.5771,,10.78956399,,-7.3522,0.041,16.8836,,9.09606399,,-1.6935,,,,
3,111,-5.4797,0.0793,18.8703,,11.08276399,,-5.1857,0.1668,19.0501,,11.26256399,,0.1798,,,,
3,112,-6.0741,0.0655,18.2759,,10.48836399,,-6.3297,0.0753,17.9061,,10.11856399,,-0.3698,,,,
3,113,-5.8894,0.103,18.4606,,10.67306399,,-5.8207,0.1252,18.4151,,10.62756399,,-0.0455,,,,
3,114,-6.0015,0.0535,18.3485,,10.56096399,,-5.5835,0.1254,18.6523,,10.86476399,,0.3038,,,,
3,115,-6.8594,0.0278,17.4906,,9.70306399,,-7.1599,0.0455,17.0759,,9.28836399,,-0.4147,,,,
3,116,-7.0108,0.0306,17.3392,,9.55166399,,-7.054,0.0485,17.1818,,9.39426399,,-0.1574,,,,
3,117,-6.131,0.0483,18.219,,10.43146399,,-5.7295,0.1132,18.5063,,10.71876399,,0.2873,,,,
3,118,-5.0904,0.1537,19.2596,,11.47206399,,-4.7201,0.2434,19.5157,,11.72816399,,0.2561,,,,
3,119,-7.3156,0.0247,17.0344,,9.24686399,,-6.4712,0.0685,17.7646,,9.97706399,,0.7302,,,,
3,120,-10.2402,0.0043,14.1098,,6.32226399,,-9.6403,0.013,14.5955,,6.80796399,,0.4857,,,,
3,121,-5.5595,0.0747,18.7905,,11.00296399,,-4.1236,0.3885,20.1122,,12.32466399,,1.3217,,,,
3,122,-6.3505,0.0411,17.9995,,10.21196399,,-4.9711,0.1988,19.2647,,11.47716399,,1.2652,,,,
3,123,-5.9142,0.0748,18.4358,,10.64826399,,-6.1437,0.085,18.0921,,10.30456399,,-0.3437,,,,
3,124,-8.3486,0.0122,16.0014,,8.21386399,,-7.6413,0.0351,16.5945,,8.80696399,,0.5931,,,,
3,125,-5.8161,0.0806,18.5339,,10.74636399,,-6.1887,0.0823,18.0471,,10.25956399,,-0.4868,,,,
3,126,-6.817,0.0288,17.533,,9.74546399,,-6.272,0.0778,17.9638,,10.17626399,,0.4308,,,,
3,127,-6.7537,0.0373,17.5963,,9.80876399,,-6.9477,0.048,17.2881,,9.50056399,,-0.3082,,,,
3,128,-6.0686,0.0501,18.2814,,10.49386399,,-6.3426,0.0741,17.8932,,10.10566399,,-0.3882,,,,
3,129,-5.6745,0.0684,18.6755,,10.88796399,,-5.5117,0.1311,18.7241,,10.93656399,,0.0486,,,,
3,130,-6.7077,0.0312,17.6423,,9.85476399,,-6.1816,0.0828,18.0542,,10.26666399,,0.4119,,,,
3,131,-8.9911,0.0079,15.3589,,7.57136399,,-8.4549,0.0231,15.7809,,7.99336399,,0.422,,,,
3,132,-8.6993,0.011,15.6507,,7.86316399,,-8.7033,0.0205,15.5325,,7.74496399,,-0.1182,,,,
3,133,-6.8206,0.0288,17.5294,,9.74186399,,-7.186,0.0449,17.0498,,9.26226399,,-0.4796,,,,
3,134,-6.3126,0.0414,18.0374,,10.24986399,,-6.033,0.0911,18.2028,,10.41526399,,0.1654,,,,
3,135,-8.1433,0.014,16.2067,,8.41916399,,-8.0352,0.0296,16.2006,,8.41306399,,-0.0061,,,,
3,136,-5.7019,0.0894,18.6481,,10.86056399,,-7.0666,0.0495,17.1692,,9.38166399,,-1.4789,,,,
3,137,-9.1222,0.0078,15.2278,,7.44026399,,-8.6686,0.0208,15.5672,,7.77966399,,0.3394,,,,
3,138,-7.4255,0.0192,16.9245,,9.13696399,,-6.981,0.0506,17.2548,,9.46726399,,0.3303,,,,
3,139,-8.0023,0.0135,16.3477,,8.56016399,,-7.3049,0.0422,16.9309,,9.14336399,,0.5832,,,,
3,140,-9.9591,0.005,14.3909,,6.60336399,,-9.6336,0.013,14.6022,,6.81466399,,0.2113,,,,
3,141,-7.3485,0.0289,17.0015,,9.21396399,,-7.0412,0.0533,17.1946,,9.40706399,,0.1931,,,,
3,142,-7.6487,0.0196,16.7013,,8.91376399,,-7.3494,0.0431,16.8864,,9.09886399,,0.1851,,,,
3,143,-9.926,0.0051,14.424,,6.63646399,,-9.5759,0.0133,14.6599,,6.87236399,,0.2359,,,,
3,144,-8.0952,0.0165,16.2548,,8.46726399,,-7.806,0.0337,16.4298,,8.64226399,,0.175,,,,
3,145,-7.1109,0.0292,17.2391,,9.45156399,,-6.2803,0.0785,17.9555,,10.16796399,,0.7164,,,,
3,146,-6.7334,0.0305,17.6166,,9.82906399,,-6.1136,0.0868,18.1222,,10.33466399,,0.5056,,,,
3,147,-9.0156,0.0083,15.3344,,7.54686399,,-8.7976,0.0195,15.4382,,7.65066399,,0.1038,,,,
3,148,-6.3671,0.0404,17.9829,,10.19536399,,-5.3488,0.1485,18.887,,11.09946399,,0.9041,,,,
3,149,-7.4687,0.0188,16.8813,,9.09376399,,-6.7928,0.0567,17.443,,9.65546399,,0.5617,,,,
3,150,-5.8924,0.0765,18.4576,,10.67006399,,-4.7536,0.2371,19.4822,,11.69466399,,1.0246,,,,
3,151,-6.368,0.0513,17.982,,10.19446399,,-7.9189,0.0304,16.3169,,8.52936399,,-1.6651,,,,
3,152,-6.6668,0.0406,17.6832,,9.89566399,,-5.9816,0.0953,18.2542,,10.46666399,,0.571,,,,
3,153,-7.2621,0.031,17.0879,,9.30036399,,-6.679,0.0679,17.5568,,9.76926399,,0.4689,,,,
3,154,-8.3161,0.0113,16.0339,,8.24636399,,-7.6385,0.0352,16.5973,,8.80976399,,0.5634,,,,
3,155,-6.0112,0.0694,18.3388,,10.55126399,,-6.4651,0.0695,17.7707,,9.98316399,,-0.5681,,,,
3,156,-5.6722,0.0929,18.6778,,10.89026399,,-5.2415,0.1617,18.9943,,11.20676399,,0.3165,,,,
3,157,-7.6664,0.0196,16.6836,,8.89606399,,-7.1707,0.0456,17.0651,,9.27756399,,0.3815,,,,
3,158,-11.702,0.0021,12.648,,4.86046399,,-11.1057,0.0066,13.1301,,5.34256399,,0.4821,,,,
3,159,-8.9367,0.0102,15.4133,,7.62576399,,-8.7703,0.0203,15.4655,,7.67796399,,0.0522,,,,
3,160,-5.9365,0.0741,18.4135,,10.62596399,,-4.9405,0.2044,19.2953,,11.50776399,,0.8818,,,,
3,161,-8.4381,0.0117,15.9119,,8.12436399,,-7.9282,0.0303,16.3076,,8.52006399,,0.3957,,,,
3,162,-5.946,0.0735,18.404,,10.61646399,,-5.2989,0.1557,18.9369,,11.14936399,,0.5329,,,,
3,163,-6.1396,0.0622,18.2104,,10.42286399,,-5.6798,0.1179,18.556,,10.76846399,,0.3456,,,,
3,164,-7.7864,0.0209,16.5636,,8.77606399,,-7.4495,0.0445,16.7863,,8.99876399,,0.2227,,,,
3,165,-7.7522,0.0183,16.5978,,8.81026399,,-7.5546,0.039,16.6812,,8.89366399,,0.0834,,,,
3,166,-7.9551,0.0186,16.3949,,8.60736399,,-7.2914,0.0493,16.9444,,9.15686399,,0.5495,,,,
3,167,-5.854,0.0805,18.496,,10.70846399,,-7.3416,0.0443,16.8942,,9.10666399,,-1.6018,,,,
3,168,-6.8231,0.0463,17.5269,,9.73936399,,-6.0644,0.1061,18.1714,,10.38386399,,0.6445,,,,
3,169,-9.6832,0.0059,14.6668,,6.87926399,,-8.2851,0.0254,15.9507,,8.16316399,,1.2839,,,,
